,id,H,error_H,G,error_G,R,observations
0,617,10.45826858207761,7.3389478523878005,9.61264514112885,63.54057351147644,0.10039147041730156,9
1,884,8.961597878707826,2.7342293162056284,0.28396331855226875,1.0766018805995903,0.03618012408349314,9
2,1173,8.469672373916032,0.6635665356035706,-0.3631176190637314,0.4516924893717727,0.33295046998198263,20
3,1208,9.16786984155469,0.6668914580602788,0.38487181171042567,0.27537245123899873,0.20067010271196695,17
4,1867,8.323471913730172,0.28551564761532505,0.0640694310841752,0.12231568952670775,0.5202957259089913,31
5,1870,11.61112996239321,0.9626034923830629,2.3276734473063048,1.8868725851958472,0.011570314593902342,28
6,1873,11.058335372384875,1.50766859398303,1.4506906025801714,1.7805529515365817,-0.00019189558605381407,26
7,2207,8.726747182169012,0.4553695765025094,0.12446136249191872,0.17766236555191606,0.5669693904209331,11
8,2241,8.632527233251354,0.83444677394913,0.3052092493631607,0.3306301421891191,0.16205517077084752,16
9,2357,9.028463414115219,0.6521295825646977,0.2748636578784196,0.2531099070419875,0.3162089939553784,12
10,2363,8.66800030593432,0.19752817072317902,0.073009394183715,0.08335753477691896,0.7792427453034827,20
11,2674,9.080164003614517,0.4405224256932953,0.12697397997549226,0.1811874760799806,0.43019814775022347,18
12,2893,9.20339003693185,1.2057580526188876,0.3917599938184357,0.5032772883995535,0.06931323046502769,18
13,2895,9.842542079472596,1.1429851084155573,-0.012564224882910506,0.49678940362615237,0.15255868913616577,14
14,3240,11.743521171904197,13.429451689811653,4.057300637053299,47.57025347869477,0.0014130913843740656,6
15,3317,8.18657158857189,1.1332104527303783,-0.14628528152253428,0.5933575937695952,0.2135249609623453,11
16,3451,8.785301005619656,0.5489183797332017,0.9147336725897165,0.4028282696563877,0.07159617010132069,29
17,3708,10.580373609884973,2.572849688150568,2.575273715829666,5.650577153047795,0.001819323395480299,7
18,4348,9.508075170633951,1.0759296630454462,0.11121071233520535,0.42258259743177273,0.14963085307695323,14
19,4707,10.77263378965033,2.872229140207592,0.21159371421482287,1.0948126755536036,0.027611903890288003,11
20,4708,9.798343812479311,0.5696667622806828,-0.12242798372978064,0.2817776697698415,0.5460427409555129,10
21,4709,,-5.0502425765806995,-4.370272645494781,21.451658942857478,0.10287777407681664,12
22,4715,9.578816134373955,1.133281453686345,-0.15766282012103128,0.593522878868536,0.16249494142072196,15
23,4722,10.208691259319245,1.442200558488574,0.07976034081936169,0.5830498307650193,0.1713622310333397,8
24,4754,11.78237783927722,5.152059565864955,4.478669124081253,20.29203598040348,0.026811198775625766,10
25,4791,9.809350697845428,0.45488349108861514,-0.2571250719856986,0.27089578905950107,0.4307359213265627,25
26,4792,9.43368993257952,1.545202585579254,-0.570349296543042,1.2807407805684374,0.19422471976852063,10
27,4805,10.233387070240372,0.713626705754566,0.3043578286416387,0.2783806915946435,0.24264409139706888,14
28,4827,9.985617559671665,1.5024363819449242,-0.3575498502254286,0.9710710598061957,0.19691456078948255,9
