,id,H,error_H,G,error_G,R,observations
29,4057,10.229422694048843,0.8435692703527524,0.14437932367655162,0.339980480189761,0.24808451929090036,12
30,4060,9.082960897986387,0.27266803095274855,-0.20535780616506813,0.15597120702841102,0.6363864491296372,28
31,4063,8.695503632311597,0.4506028427830951,0.09570674621799373,0.1887906628534442,0.34718085766566487,24
32,4068,9.340467214050799,0.849049460387091,-0.1228087029707759,0.4286208294279671,0.23928309277330173,16
33,4086,9.16344322543886,0.6309847054050692,0.10445093331024893,0.2617593956853599,0.31440612012476554,15
34,4138,10.856238646217932,2.572422408542756,1.3952671114224833,2.9408262589430536,0.0045066664990247585,9
35,4489,9.271942814177184,0.47831473824755477,0.19241416013160742,0.189627928578063,0.2388422733126897,33
36,4501,10.315462060152917,0.6291003166365922,-0.2028071820633461,0.35540390920366843,0.43697768993740005,13
37,4543,9.309548470890515,0.40735176276818236,-0.4172012538542523,0.2944115290202983,0.5304968496931457,24
38,4833,8.697106930357872,0.7559968986731255,-0.2511061756970016,0.44895728477467073,0.3764668404837245,12
39,4834,9.36204683212175,1.6427813491562744,0.17534093277524854,0.6443944663904907,0.09252167342670747,10
40,4835,10.91074477888939,1.9815551265401832,0.19844306615263624,0.7812838651578049,0.05706496428883401,11
41,4836,9.156184124679076,0.2622430383721491,-0.3938870166840933,0.1870091998800341,0.6192005564781089,39
42,4946,,-6.912539568959129,-10.778726040748085,70.12281238359144,0.22870250274316306,11
43,5012,10.341901066739664,0.5348754838616105,-0.19817516859956394,0.2979985827844801,0.6588308924042472,8
44,5023,10.58652544516164,0.3804487547791211,0.15009121971204034,0.15189795143216195,0.480209716030383,19
45,5025,12.094281576538924,5.534914494576383,4.390965579184142,21.350401414754078,0.022248816711262553,10
46,5027,10.24582258931697,1.5647947294838511,0.6892814559257078,0.8924291205286594,0.03034712295745945,16
47,5028,10.803339764943098,1.2888188250878414,0.9971911776735847,1.0292275018074677,0.025801365195808446,12
48,5041,11.367263279316312,1.1265655316455385,0.8673563390741218,0.7903918955064748,0.04602953799999121,14
49,5126,10.109185141484884,0.9209957056566861,-0.40469569670236866,0.6437564711640945,0.2547325089521001,16
50,5209,12.991819615602921,19.372567757459624,14.42500834587116,253.33296602485697,0.05134140199900228,9
51,5244,10.219029636686248,1.8530201073562202,-0.23192326778054884,1.0514745482567225,0.09242414641938657,12
52,5254,9.848452930005907,2.9491791009147605,1.0438594871547955,2.488448293354438,0.004404671701280116,10
53,5258,10.37923097566193,0.5516872179088943,0.3320558557693296,0.21871743002303465,0.5072831396044959,8
54,5259,10.38594825634284,0.4785831511350318,0.07278423128421445,0.19267172602195395,0.5871721197343295,10
55,5264,9.408298777944161,0.5751723975938443,-0.03507771874351665,0.266277982417592,0.29226134899902656,23
56,5283,9.399126654568544,0.5773718024242621,-0.4057618158317248,0.4117302616362999,0.4473909861598391,17
57,5284,10.411705792717283,0.5632384204924822,0.335329810241111,0.22568576157797432,0.24265435310511851,20
58,5285,10.153892173236471,0.912789911702108,-0.03601754301430433,0.43483583849824525,0.13381750619119936,24
59,5436,11.250488145007346,3.2765380943434734,1.1891641437115765,3.152936791258392,0.0029489393790729235,14
60,5652,11.21091800337462,1.666141742554816,2.3073240081205033,3.2378054371201714,0.013377113371583982,14
61,6090,9.346514822487181,0.5822827540475811,-0.19474249915498582,0.32209989606439654,0.41007836007698706,16
62,6545,10.15754832012556,0.5736563019180324,0.013985844679544052,0.25430353846971504,0.30890283474437297,20
63,7119,9.504083061477479,0.9862895290385262,-0.28279717612674743,0.6178934943782366,0.15641462194740652,22
64,7152,,-0.5537183907521389,-1.465386840112018,0.8853641675002313,0.8728269005501015,6
65,7543,10.761066232846536,0.6544747652579633,0.3426211072592092,0.26631606511320993,0.13246380942802372,29
66,8125,,-12.400889095407651,-13.931676468301228,161.8185451178678,0.15762144188471583,9
67,9431,10.171650298419976,1.4458456189310323,-0.4424055296372556,1.0657056656976946,0.22627240122484538,9
68,9694,11.524567453400207,2.227739644862493,1.3022346645062772,2.357284603463188,-0.001400992575486315,10
69,9799,9.532031695082656,0.3770698746986676,-0.13033058944175246,0.19638087925402853,0.6115474047634737,16
70,9857,10.85265167586066,0.557773095779085,0.7485986094899747,0.3436468599133942,0.1982314930120791,16
71,11252,10.867439655679863,0.7691262801581356,0.27617642370526885,0.3046787294148663,0.23063505694643205,13
72,11351,,-243.01441570147637,-157.32571004040136,35267.61299806759,0.02915225074020633,14
73,11395,9.723876137257793,0.20378023033576603,0.0007545412610398226,0.08955112371764531,0.8669029552805845,12
74,11429,10.98172717410305,1.248836125171279,0.6956680639134091,0.718460445492546,0.023712041227644032,26
75,12714,10.519527095059129,0.8397430780630561,0.4582869599978111,0.37103865699697897,0.18476419110699127,12
76,13060,10.716262356873367,0.7115201441914986,-0.0896222048488397,0.3585412369213015,0.25587650458905864,19
77,13182,11.296119125916256,0.6552574509793428,0.9820676913886377,0.5151090584619016,0.11571140502603472,10
78,13183,,-0.9112000601687144,-2.342766312843402,2.1822487974425613,0.6216606801621911,12
79,14268,10.643124985346493,0.7793898283868556,0.15301973721468023,0.316894875701608,0.134618493099671,26
80,14690,10.410015907471795,0.38487556490166075,-0.1443709799774766,0.19915097278016958,0.701268654499775,11
81,15033,10.725514621898393,1.8167605974688705,0.09927438203276115,0.7543283121117761,0.08160011727546834,10
82,15398,10.715140462719146,1.1000716028145094,-0.1462387141244088,0.5586541469523351,0.3026727547156184,8
83,15436,9.404186569055033,0.46380624396499837,0.5922741728548336,0.23777215400473362,0.5009637565266936,8
84,15440,9.782446929277214,0.9696022328845086,0.13690128324264678,0.3831250765812783,0.1352162665001404,18
85,15527,10.594800860437083,0.8825310330801917,-0.27225082987090105,0.5471198737867611,0.3397228257891771,11
86,15535,10.866573339276684,0.5760458461296246,0.36093136542353343,0.235362356317321,0.2278878466683093,20
87,15539,11.071052862104288,1.45370118723422,0.8514140417293092,1.0056675471630865,0.03129304816344047,12
88,15663,12.08372099546718,4.348629949155571,2.283247701450539,8.368020178058217,0.002607686586738156,12
89,16099,10.963303352651852,0.4048289460220252,0.22880404908980706,0.15917593192157695,0.46867038082528334,16
90,16974,9.832968201420842,0.5973619461873182,-0.1019657684521436,0.3000778545421748,0.3223082670293349,20
91,19725,10.338460188267593,0.6481186775051182,-0.4138071777784234,0.46257547772975394,0.49612612406589096,12
92,20424,9.973668839262,0.6111879854296596,-0.5770669288543244,0.5188128781981776,0.4955302626120447,15
93,20729,10.019126202878928,1.1385692672273988,-0.32181802536008436,0.7235634145703201,0.26574478928137635,10
94,21595,10.519980990378034,0.6617106571860558,-0.385797601794073,0.4710673873232544,0.35148016160602624,19
95,21601,10.141991625441731,0.5891096906361373,0.23949744881815427,0.23214476798796202,0.1904496421939329,27
96,21900,9.485407304828374,0.7048609637982287,-0.3745077594598931,0.4726951732708141,0.56698816549446,8
97,22014,9.8065185245562,1.6423786857281992,-0.38345739492344305,1.110254107791056,0.15432496929355954,10
98,22149,11.703899775799286,2.2921949912344695,3.1053753713851338,6.1206812246978455,0.011130921227459845,40
99,23135,9.841837310046884,0.5222794162048002,-0.10628091969361635,0.25634920003836936,0.6923754549840362,7
100,23958,9.767811580906585,0.7880053612627823,-0.34925893004647895,0.5240419101015894,0.32467421508288463,15
101,24244,11.339908511284113,1.1559479846253782,0.4157968076231274,0.4905001440484629,0.11599466698700722,11
102,24506,10.851422537288421,0.4741030688906336,0.10437852949669202,0.1956283866197532,0.573512127606356,10
103,36267,10.93916702901881,0.8987673009995967,0.25039221298711184,0.3556098987029581,0.12966524041321048,18
104,39264,10.650682825079834,0.27459585001091263,-0.19123198979585054,0.15425670718646348,0.831467906121748,11
