Number,jd,gaia_mag,a_orb,e_orb,i_orb,Delta,R,Phase,H,G,gaia_mag_red,V
588,2456892.226935314,16.122210129973354,5.209202250924082,0.147923287289096,10.31991653837732,5.397643209856,6.057590938608088,7.8178,8.26,0.15,8.549689547666002,8.734876440166001
588,2456892.3009429444,16.200621893829393,5.209202250924082,0.147923287289096,10.31991653837732,5.397720099090001,6.0584774549733185,7.8101,8.26,0.15,8.62775261178661,8.81293950428661
588,2456892.4770455114,16.139168921670688,5.209202250924082,0.147923287289096,10.31991653837732,5.3979030455690005,6.0605836495953715,7.7916,8.26,0.15,8.565471273909235,8.750658166409234
588,2456892.551053129,16.175029297381318,5.209202250924082,0.147923287289096,10.31991653837732,5.3979799239320005,6.061467400304508,7.7839,8.26,0.15,8.600984103422363,8.786170995922364
588,2456892.8012779267,16.120775830342247,5.209202250924082,0.147923287289096,10.31991653837732,5.398239831103999,6.06444934337504,7.7575,8.26,0.15,8.54555809006942,8.730744982569421
588,2457022.6730939555,16.217450860723833,5.209202250924082,0.147923287289096,10.31991653837732,5.527623985079,5.98165682549652,8.8173,8.26,0.15,8.620650930421197,8.805837822921195
588,2457042.997423644,16.328494550853655,5.209202250924082,0.147923287289096,10.31991653837732,5.546768714771,5.700982469972218,10.0222,8.26,0.15,8.828545736147507,9.013732628647507
588,2457073.481030786,16.03485695963418,5.209202250924082,0.147923287289096,10.31991653837732,5.574863492945,5.24405125564531,9.9965,8.26,0.15,8.705351132140024,8.890538024640025
588,2457205.007967096,15.989057094573047,5.209202250924082,0.147923287289096,10.31991653837732,5.686822235455001,5.15756003291271,9.3231,8.26,0.15,8.652487371517184,8.837674264017181
588,2457232.002900996,16.417280070983033,5.209202250924082,0.147923287289096,10.31991653837732,5.707805482524001,5.58121467532405,10.345999999999998,8.26,0.15,8.90129061206035,9.08647750456035
588,2457259.1722203246,16.414756974537767,5.209202250924082,0.147923287289096,10.31991653837732,5.728199304593001,6.01653301906036,9.5673,8.26,0.15,8.727934851035135,8.913121743535132
588,2457259.246280249,16.548997310231982,5.209202250924082,0.147923287289096,10.31991653837732,5.728253887797001,6.01766625790352,9.5631,8.26,0.15,8.861745527890681,9.04693242039068
588,2457403.966117472,16.535044743110376,5.209202250924082,0.147923287289096,10.31991653837732,5.824044303157001,6.418109903826831,7.471,8.26,0.15,8.671885644814262,8.857072537314261
588,2457404.040122826,16.865454033706687,5.209202250924082,0.147923287289096,10.31991653837732,5.824087561005,6.41724705064024,7.4778,8.26,0.15,9.002570760168188,9.187757652668187
588,2457417.9711791,16.52316730845522,5.209202250924082,0.147923287289096,10.31991653837732,5.832123148619,6.240636114948652,8.6231,8.26,0.15,8.717889579257973,8.903076471757972
588,2457418.045023222,16.874203066940552,5.209202250924082,0.147923287289096,10.31991653837732,5.832165171829,6.23963129511593,8.6283,8.26,0.15,9.069259353459184,9.254446245959183
588,2457453.1953080567,16.852613561340714,5.209202250924082,0.147923287289096,10.31991653837732,5.851479579314,5.7120390979215,9.8408,8.26,0.15,9.232329235320783,9.417516127820782
588,2457453.26937004,16.361794133497714,5.209202250924082,0.147923287289096,10.31991653837732,5.851518815707999,5.71088170141394,9.8403,8.26,0.15,8.741935284100101,8.9271221766001
