Name,Number,jd,umag,umag_err,gmag,gmag_err,rmag,rmag_err,imag,imag_err,zmag,zmag_err,Vmag,a_orb,e_orb,i_orb,Delta,R,Phase,H,G,umag_red,gmag_red,rmag_red,imag_red,zmag_red,V
1989_TS2,11869,2452282.63182,21.16,0.11,19.74,0.03,19.07,0.02,18.85,0.03,18.74,0.04,19.34,5.231770538020197,0.04332926899009575,11.30928346725331,5.045,5.246,10.74,11.9,0.15,14.046552715863681,12.626552715863678,11.956552715863682,11.73655271586368,11.626552715863678,12.249119382530349
1989_TS2,11869,2452207.86827,20.38,0.07,18.99,0.02,18.39,0.02,18.11,0.02,18.01,0.02,18.63,5.231770538020197,0.04332926899009575,11.30928346725331,4.248,5.223,2.38,11.9,0.15,13.649477330447967,12.259477330447965,11.659477330447972,11.379477330447967,11.279477330447971,11.921477330447967
1998_SU52,13331,2452345.71227,20.31,0.05,18.97,0.02,18.45,0.03,18.29,0.02,18.2,0.03,18.66,5.074433012581388,0.1099006032674136,2.296263350258208,4.037,4.985,3.79,11.2,0.15,13.791380439710052,12.451380439710054,11.931380439710054,11.771380439710054,11.681380439710054,12.158447106376721
1998_UQ16,13362,2452730.86436,19.92,0.04,18.55,0.02,17.97,0.01,17.71,0.01,17.57,0.02,18.2,5.1780126319589765,0.02814810645083213,9.342172186334308,4.082,5.062,2.45,10.5,0.15,13.344024293988564,11.974024293988563,11.394024293988563,11.134024293988563,10.994024293988565,11.647290960655232
Irus,13387,2452318.84992,21.65,0.17,20.15,0.03,19.52,0.04,19.35,0.03,19.19,0.05,19.78,5.203352102687191,0.09666670875294482,7.246487906842947,4.689,5.626,3.48,11.8,0.15,14.543600197159838,13.043600197159838,12.41360019715984,12.243600197159846,12.083600197159846,12.68870019715984
1999_RV165,13402,2453439.67591,21.02,0.07,19.58,0.02,19.06,0.02,18.83,0.02,18.8,0.03,19.27,5.2645065660838695,0.1224795912799738,7.5321024943309105,4.944,5.7360000000000015,6.46,11.6,0.15,13.756561976297483,12.316561976297484,11.796561976297484,11.566561976297484,11.536561976297483,12.023628642964153
Orestes,13475,2452345.7398,20.11,0.06,18.62,0.02,18.11,0.02,17.93,0.02,17.87,0.03,18.31,5.177441830912231,0.07496855514712081,7.941408729190056,3.9210000000000003,4.902,2.08,11.4,0.15,13.691149253918667,12.201149253918672,11.691149253918667,11.511149253918667,11.451149253918672,11.91384925391867
1998_UM18,13782,2453530.71151,21.15,0.12,19.73,0.02,19.09,0.02,18.84,0.02,18.66,0.03,19.35,5.186900181620832,0.1346075979678431,28.590585869393912,4.712,5.575,5.98,11.2,0.15,14.052749232503785,12.632749232503786,11.992749232503787,11.742749232503787,11.562749232503785,12.272215899170453
1999_XA187,14235,2452338.77061,20.46,0.07,18.92,0.03,18.3,0.02,18.06,0.02,17.9,0.03,18.55,5.142789375033629,0.08578125385799151,8.667098559146414,4.24,5.202000000000001,2.92,11.4,0.15,13.74231897773707,12.20231897773707,11.582318977737069,11.342318977737065,11.182318977737065,11.853052311070405
2000_AG191,15536,2451962.85631,19.88,0.04,18.41,0.01,17.8,0.02,17.55,0.02,17.39,0.02,18.05,5.208091304724545,0.1444544153303471,14.65843398785447,3.7510000000000003,4.721,2.68,10.8,0.15,13.639094677090108,12.169094677090113,11.559094677090116,11.309094677090116,11.149094677090114,11.825461343756778
Periphas,15663,2452345.79712,20.42,0.06,19.08,0.02,18.42,0.02,18.23,0.02,18.06,0.03,18.69,5.200677934583858,0.1056969616249323,33.876307401300146,4.583,5.553,2.45,10.6,0.15,13.391612346413233,12.051612346413233,11.391612346413233,11.201612346413235,11.031612346413233,11.679812346413232
Periphas,15663,2451667.7321900004,20.67,0.12,19.19,0.02,18.62,0.02,18.32,0.02,18.18,0.04,18.85,5.200677934583858,0.1056969616249323,33.876307401300146,5.273,5.075,10.97,10.6,0.15,13.532530910416426,12.052530910416428,11.482530910416427,11.182530910416427,11.042530910416426,11.731430910416426
1999_RB101,16070,2453352.87695,19.41,0.03,17.93,0.02,17.36,0.01,17.05,0.02,16.96,0.02,17.59,5.144872675366003,0.1268398746550563,16.23930148402495,5.022,5.751,7.06,9.8,0.15,12.106899620126855,10.626899620126855,10.056899620126856,9.746899620126856,9.656899620126858,10.305799620126855
1999_RB101,16070,2453354.83411,19.47,0.04,17.91,0.02,17.32,0.01,17.08,0.02,16.88,0.02,17.56,5.144872675366003,0.1268398746550563,16.23930148402495,4.999,5.75,6.8,9.8,0.15,12.177245092788894,10.617245092788897,10.027245092788897,9.787245092788897,9.587245092788896,10.28487842612223
1999_YN12,16152,2452345.75646,20.66,0.08,19.17,0.02,18.65,0.02,18.47,0.02,18.36,0.03,18.86,5.136126055151684,0.09661432099823587,3.45470096347759,4.308,5.2970000000000015,1.16,12.2,0.15,13.868471662192292,12.378471662192291,11.85847166219229,11.67847166219229,11.568471662192293,12.085538328858958
1991_VZ5,16560,2452551.91729,19.86,0.04,18.45,0.02,17.97,0.01,17.79,0.02,17.75,0.02,18.16,5.06112807672876,0.04212486305027867,15.30530215648155,4.407,5.2360000000000015,6.68,10.9,0.15,13.044286558056813,11.634286558056813,11.154286558056812,10.974286558056813,10.934286558056812,11.363886558056812
1991_VZ5,16560,2452585.77392,19.74,0.04,18.3,0.02,17.83,0.02,17.68,0.01,17.64,0.03,18.02,5.06112807672876,0.04212486305027867,15.30530215648155,4.285,5.242999999999999,3.1,10.9,0.15,12.982346580135298,11.5423465801353,11.072346580135298,10.9223465801353,10.8823465801353,11.277579913468633
1991_VZ5,16560,2452557.93611,20.02,0.04,18.52,0.02,17.99,0.02,17.87,0.02,17.77,0.03,18.2,5.06112807672876,0.04212486305027867,15.30530215648155,4.362,5.237,5.77,10.9,0.15,13.226158824279162,11.726158824279162,11.196158824279161,11.076158824279164,10.976158824279162,11.427592157612493
1991_VZ5,16560,2452558.94836,19.7,0.03,18.27,0.02,17.74,0.01,17.65,0.02,17.58,0.02,17.95,5.06112807672876,0.04212486305027867,15.30530215648155,4.356,5.237,5.61,10.9,0.15,12.909147775073887,11.479147775073885,10.949147775073884,10.859147775073884,10.789147775073884,11.180581108407216
1993_XM1,16667,2453351.92917,20.96,0.09,19.39,0.03,18.84,0.01,18.57,0.02,18.45,0.04,19.06,5.195343992764685,0.200323619632478,16.69801539971023,5.468999999999999,6.095,7.55,10.9,0.15,13.345591833354804,11.775591833354804,11.225591833354805,10.955591833354804,10.835591833354805,11.465758500021472
1993_XM1,16667,2452261.74661,19.63,0.04,18.23,0.02,17.6,0.02,17.35,0.02,17.23,0.02,17.86,5.195343992764685,0.200323619632478,16.69801539971023,4.025,4.726,9.08,10.9,0.15,13.23370198999881,11.833701989998813,11.203701989998812,10.953701989998812,10.833701989998813,11.478801989998813
1993_XM1,16667,2452224.83846,19.19,0.03,17.77,0.02,17.16,0.02,16.92,0.02,16.76,0.02,17.41,5.195343992764685,0.200323619632478,16.69801539971023,3.722,4.673,3.75,10.9,0.15,12.988139250904696,11.568139250904693,10.958139250904694,10.718139250904695,10.558139250904695,11.224505917571356
1993_XM1,16667,2452173.87355,19.78,0.05,18.2,0.02,17.63,0.02,17.35,0.02,17.21,0.02,17.86,5.195343992764685,0.200323619632478,16.69801539971023,3.9210000000000003,4.603,9.95,10.9,0.15,13.497810914029095,11.917810914029095,11.347810914029093,11.067810914029096,10.927810914029095,11.596710914029096
1993_XM1,16667,2452234.79115,19.39,0.04,17.94,0.02,17.33,0.02,17.14,0.02,17.01,0.04,17.58,5.195343992764685,0.200323619632478,16.69801539971023,3.7680000000000002,4.688,4.91,10.9,0.15,13.154507514345633,11.704507514345634,11.094507514345628,10.904507514345633,10.77450751434563,11.360874181012294
1988_RN10,17414,2452585.8629400004,21.06,0.09,19.62,0.06,18.99,0.02,18.78,0.02,18.61,0.03,19.25,5.13875954744066,0.03432769873700247,16.58771961869519,4.369,5.303,3.96,12.3,0.15,14.235481640859346,12.795481640859348,12.165481640859346,11.955481640859349,11.785481640859349,12.44058164085935
1988_RN10,17414,2452578.84803,21.47,0.12,19.96,0.02,19.3,0.01,19.08,0.02,18.85,0.04,19.57,5.13875954744066,0.03432769873700247,16.58771961869519,4.391,5.303,4.66,12.3,0.15,14.634574678885247,13.12457467888525,12.464574678885253,12.244574678885249,12.01457467888525,12.75277467888525
1988_RN10,17414,2452558.98149,21.74,0.15,20.18,0.02,19.62,0.02,19.31,0.02,19.22,0.06,19.85,5.13875954744066,0.03432769873700247,16.58771961869519,4.525,5.303,7.31,12.3,0.15,14.839298946701074,13.279298946701074,12.719298946701072,12.409298946701071,12.319298946701071,12.963832280034405
1988_RO10,17415,2452912.97063,21.75,0.24,20.53,0.03,19.98,0.02,19.69,0.03,19.5,0.07,20.2,5.145253078825047,0.04880181805851221,23.75717177368729,5.169,5.393,10.61,12.6,0.15,14.523815237720733,13.303815237720736,12.753815237720733,12.463815237720736,12.273815237720733,12.9939819043874
1988_RR10,17416,2452170.91104,21.58,0.13,20.11,0.03,19.45,0.02,19.18,0.03,18.99,0.05,19.72,5.130857000591744,0.06308531120064134,17.29909270935702,4.313,5.148,6.78,12.3,0.15,14.847910018108495,13.377910018108494,12.717910018108494,12.447910018108495,12.257910018108495,13.006110018108494
1988_RY10,17417,2453359.96282,20.88,0.07,19.51,0.02,18.9,0.02,18.7,0.02,18.52,0.04,19.15,5.164859616991653,0.08405277546554565,2.222182660828417,4.705,5.471,6.98,11.7,0.15,13.826868287296277,12.456868287296276,11.846868287296276,11.646868287296275,11.466868287296275,12.113234953962946
1988_RT12,17418,2453405.68271,21.96,0.19,20.37,0.03,19.8,0.02,19.61,0.03,19.49,0.06,20.03,5.178050791568059,0.1611691946550957,6.508525730235161,4.959,5.922999999999999,2.17,12.8,0.15,14.620320795339731,13.030320795339732,12.460320795339733,12.270320795339732,12.150320795339727,12.709220795339732
1988_RH13,17419,2451814.88382,19.92,0.05,18.45,0.03,17.9,0.01,17.77,0.02,17.7,0.03,18.12,5.2259523624327375,0.06488097050650347,15.924644710338669,3.806,4.787,2.75,10.4,0.15,13.61733894283525,12.147338942835248,11.597338942835247,11.467338942835248,11.397338942835248,11.837505609501916
1988_RL13,17420,2452225.75385,20.86,0.09,19.41,0.02,18.85,0.02,18.63,0.02,18.44,0.04,19.08,5.194958786793979,0.08386701532000093,15.867059099036359,4.1610000000000005,5.07,4.88,12.1,0.15,14.238971624368586,12.788971624368589,12.228971624368588,12.008971624368582,11.818971624368588,12.47350495770192
1988_RL13,17420,2452207.86678,20.84,0.08,19.24,0.03,18.71,0.01,18.46,0.02,18.42,0.03,18.93,5.194958786793979,0.08386701532000093,15.867059099036359,4.08,5.059,2.13,12.1,0.15,14.266375787507762,12.66637578750776,12.136375787507765,11.886375787507765,11.846375787507766,12.367809120841095
1988_RL13,17420,2452234.74223,21.36,0.11,19.79,0.03,19.21,0.02,19.0,0.02,18.91,0.04,19.44,5.194958786793979,0.08386701532000093,15.867059099036359,4.2360000000000015,5.075,6.44,12.1,0.15,14.69804000989651,13.128040009896507,12.548040009896507,12.33804000989651,12.24804000989651,12.801306676563176
1988_RL13,17420,2452231.772,21.38,0.12,19.75,0.05,19.21,0.03,18.97,0.03,18.75,0.28,19.43,5.194958786793979,0.08386701532000093,15.867059099036359,4.209,5.073,5.94,12.1,0.15,14.732781059672869,13.102781059672868,12.562781059672869,12.322781059672868,12.102781059672868,12.798581059672868
1999_NA38,18037,2453359.97923,21.07,0.1,19.69,0.02,19.12,0.02,18.88,0.03,18.64,0.03,19.35,5.235545228312874,0.08387069712996201,15.37078628679204,4.731,5.447,7.62,11.8,0.15,14.014448383391516,12.634448383391517,12.064448383391516,11.824448383391507,11.584448383391516,12.313348383391515
1999_RN116,18046,2451813.77902,19.45,0.04,17.99,0.02,17.37,0.01,17.12,0.02,16.96,0.02,17.62,5.200704494981394,0.058709791006306536,33.30103496084565,4.013,4.985,3.13,10.1,0.15,12.944328388092432,11.484328388092433,10.864328388092435,10.614328388092435,10.454328388092435,11.135061721425767
1999_SW7,18054,2453405.8130900003,19.87,0.04,18.35,0.02,17.72,0.02,17.48,0.01,17.32,0.02,17.98,5.246892714800095,0.01884350907296528,19.66258127671016,4.22,5.199,1.41,10.8,0.15,13.163838658023732,11.643838658023734,11.013838658023731,10.773838658023736,10.613838658023734,11.288938658023731
1999_SW7,18054,2453389.9463400003,20.04,0.05,18.56,0.02,17.89,0.03,17.66,0.02,17.47,0.04,18.16,5.246892714800095,0.01884350907296528,19.66258127671016,4.2810000000000015,5.2010000000000005,4.26,10.8,0.15,13.301839591954293,11.821839591954285,11.151839591954293,10.921839591954294,10.731839591954287,11.444406258620957
1999_XJ156,18060,2452338.67631,20.62,0.07,18.93,0.04,18.45,0.01,18.24,0.02,18.18,0.03,18.64,5.12423395122217,0.057632076964012215,6.637569642450522,4.409,5.358,3.37,11.1,0.15,13.753285959507432,12.063285959507434,11.583285959507434,11.373285959507434,11.313285959507434,11.792885959507434
1999_XY187,18062,2452730.8741900004,19.89,0.05,18.43,0.02,17.84,0.01,17.59,0.02,17.41,0.02,18.08,5.145786072382748,0.05003611935997553,17.386592474317027,4.288,5.268,2.38,11.1,0.15,13.1204972851277,11.660497285127699,11.070497285127699,10.820497285127699,10.640497285127699,11.328130618461035
2000_OU30,18137,2452197.76627,20.19,0.05,18.76,0.02,18.15,0.01,17.95,0.02,17.74,0.02,18.4,5.100474861703452,0.016669292949578068,7.670631368283432,4.32,5.145,6.8,11.4,0.15,13.455654370433182,12.025654370433182,11.415654370433181,11.21565437043318,11.00565437043318,11.682021037099847
2000_OU30,18137,2453741.8788400004,19.95,0.05,18.44,0.01,17.82,0.01,17.59,0.01,17.47,0.02,18.07,5.100474861703452,0.016669292949578068,7.670631368283432,4.1960000000000015,5.106,4.61,11.4,0.15,13.295418550051243,11.785418550051244,11.16541855005124,10.93541855005124,10.815418550051241,11.436151883384571
2000_OU30,18137,2452253.64104,20.83,0.11,19.25,0.02,18.66,0.02,18.43,0.03,18.27,0.03,18.9,5.100474861703452,0.016669292949578068,7.670631368283432,5.093,5.138999999999999,11.04,11.4,0.15,13.740738530693244,12.160738530693244,11.570738530693244,11.340738530693246,11.180738530693246,11.828371864026575
2000_OU30,18137,2453680.93702,20.49,0.08,19.24,0.02,18.54,0.02,18.31,0.02,18.2,0.04,18.83,5.100474861703452,0.016669292949578068,7.670631368283432,4.942,5.101,11.18,11.4,0.15,13.482209677013762,12.232209677013762,11.532209677013762,11.302209677013762,11.192209677013762,11.83787634368043
Hyperenor,18228,2453441.70868,21.24,0.11,19.97,0.02,19.37,0.02,19.18,0.02,19.05,0.04,19.61,5.276320098719003,0.1279778928612083,3.201538025942764,4.927,5.809,4.9,12.5,0.15,13.956580306244307,12.686580306244311,12.086580306244311,11.896580306244312,11.766580306244311,12.348580306244312
Hyperenor,18228,2453439.71511,21.41,0.15,20.17,0.03,19.48,0.02,19.21,0.02,19.07,0.05,19.77,5.276320098719003,0.1279778928612083,3.201538025942764,4.9110000000000005,5.808,4.58,12.5,0.15,14.134017290881793,12.894017290881797,12.204017290881795,11.934017290881796,11.794017290881795,12.505317290881797
Hyperenor,18228,2453439.76032,21.4,0.11,20.15,0.02,19.52,0.02,19.25,0.02,19.1,0.04,19.78,5.276320098719003,0.1279778928612083,3.201538025942764,4.9110000000000005,5.808,4.58,12.5,0.15,14.124017290881795,12.874017290881795,12.244017290881793,11.974017290881793,11.824017290881796,12.519117290881793
2000_QV49,18940,2451790.77768,20.15,0.06,18.8,0.03,18.26,0.01,18.07,0.01,17.93,0.03,18.48,5.237996392384104,0.07580747022344526,3.70624024635658,3.9139999999999997,4.922,0.64,11.4,0.15,13.726187846556167,12.37618784655617,11.836187846556172,11.64618784655617,11.50618784655617,12.071987846556173
2000_QV49,18940,2453351.88298,21.55,0.18,20.35,0.04,19.8,0.03,19.61,0.03,19.51,0.09,20.02,5.237996392384104,0.07580747022344526,3.70624024635658,4.689,5.4670000000000005,6.83,11.4,0.15,14.505853466847965,13.305853466847966,12.755853466847965,12.565853466847965,12.465853466847973,12.996020133514635
2000_QV49,18940,2452231.73441,20.55,0.06,19.14,0.03,18.56,0.02,18.32,0.02,18.25,0.03,18.8,5.237996392384104,0.07580747022344526,3.70624024635658,4.178999999999999,4.9430000000000005,7.92,11.4,0.15,13.974685091977987,12.564685091977987,11.984685091977987,11.744685091977987,11.674685091977988,12.237951758644655
2000_SC6,19020,2452173.8693,19.95,0.05,18.42,0.02,17.85,0.02,17.61,0.02,17.43,0.03,18.08,5.209004776882552,0.1139268777573365,17.102653710442752,4.369,5.063,8.84,10.4,0.15,13.226050139517953,11.696050139517956,11.126050139517954,10.886050139517954,10.706050139517954,11.374950139517956
2000_SC6,19020,2452283.6085900003,20.37,0.08,18.94,0.02,18.32,0.01,18.09,0.02,18.02,0.03,18.57,5.209004776882552,0.1139268777573365,17.102653710442752,4.765,5.155,10.45,10.4,0.15,13.418542127030596,11.988542127030597,11.368542127030597,11.138542127030597,11.068542127030597,11.63927546036393
2000_SC6,19020,2452234.7873400003,19.93,0.06,18.5,0.01,17.84,0.01,17.62,0.02,17.5,0.03,18.11,5.209004776882552,0.1139268777573365,17.102653710442752,4.2,5.114,4.63,10.4,0.15,13.269949929558914,11.839949929558914,11.179949929558914,10.959949929558917,10.839949929558914,11.468149929558914
2000_SC6,19020,2452224.83445,19.71,0.04,18.2,0.05,17.66,0.02,17.45,0.03,17.28,0.02,17.88,5.209004776882552,0.1139268777573365,17.102653710442752,4.155,5.106,3.45,10.4,0.15,13.076740807058195,11.566740807058196,11.026740807058193,10.816740807058194,10.646740807058194,11.262540807058196
2000_ST317,19844,2452261.72224,20.59,0.06,19.16,0.02,18.5,0.02,18.2,0.01,18.06,0.03,18.78,5.193764325546919,0.05062366302643967,40.42542879288165,4.5710000000000015,5.178,9.14,11.0,0.15,13.719133663059079,12.28913366305908,11.62913366305908,11.329133663059075,11.189133663059078,11.917333663059079
1998_VF30,20424,2452729.8062400003,20.16,0.04,18.69,0.02,18.05,0.01,17.78,0.01,17.65,0.02,18.31,5.2059067871581375,0.1306238189114824,25.63576019069887,4.692,5.599,4.69,10.3,0.15,13.062657645307622,11.592657645307625,10.952657645307623,10.682657645307623,10.552657645307619,11.232124311974287
1998_VF30,20424,2452754.82408,20.22,0.08,18.77,0.03,18.18,0.01,17.94,0.01,17.73,0.02,18.42,5.2059067871581375,0.1306238189114824,25.63576019069887,4.684,5.617999999999999,4.18,10.3,0.15,13.119006893670573,11.669006893670574,11.079006893670575,10.839006893670575,10.629006893670576,11.336640227003908
1985_VY,20995,2451081.90462,20.35,0.07,18.99,0.03,18.39,0.02,18.1,0.02,17.95,0.03,18.63,5.095464637036474,0.1156883421219653,20.365346289319717,3.898,4.69,8.26,12.1,0.15,14.03992661251657,12.679926612516567,12.07992661251657,11.78992661251657,11.639926612516568,12.341926612516568
1985_VY,20995,2451075.92204,20.71,0.07,19.27,0.02,18.68,0.01,18.42,0.02,18.23,0.04,18.92,5.095464637036474,0.1156883421219653,20.365346289319717,3.9619999999999997,4.694,9.15,12.1,0.15,14.362712217674492,12.922712217674489,12.332712217674489,12.072712217674491,11.882712217674491,12.590345551007822
1997_TB28,21370,2452345.78711,20.0,0.06,18.6,0.03,18.03,0.02,17.85,0.02,17.62,0.03,18.26,5.196220462400649,0.07434119089370761,7.751437950481293,3.915,4.895,2.19,11.9,0.15,13.587577687334404,12.187577687334409,11.617577687334409,11.437577687334409,11.207577687334409,11.866477687334411
1997_TM28,21372,2453528.74333,20.94,0.12,19.36,0.02,18.83,0.01,18.66,0.02,18.64,0.04,19.04,5.1899175622278655,0.02970157082178,11.05526810142459,4.3469999999999995,5.341,2.42,11.1,0.15,14.110938909200131,12.530938909200128,12.000938909200125,11.830938909200125,11.810938909200127,12.232372242533462
1997_TM28,21372,2453526.83365,20.83,0.11,19.33,0.02,18.85,0.01,18.71,0.01,18.61,0.03,19.04,5.1899175622278655,0.02970157082178,11.05526810142459,4.346,5.341,2.34,11.1,0.15,14.001438500231785,12.501438500231785,12.021438500231788,11.881438500231786,11.781438500231786,12.231038500231788
1998_WA15,21599,2451878.94802,20.55,0.07,19.12,0.02,18.49,0.02,18.27,0.02,18.16,0.04,18.75,5.2042325892499415,0.117509856604213,11.207702312479913,4.579,4.891,11.34,11.4,0.15,13.7991584682551,12.369158468255101,11.739158468255098,11.5191584682551,11.4091584682551,12.0142584682551
1998_WA15,21599,2451960.69573,20.1,0.04,18.58,0.02,18.03,0.02,17.76,0.01,17.63,0.02,18.25,5.2042325892499415,0.117509856604213,11.207702312479913,4.011,4.959,3.59,11.4,0.15,13.606766148636215,12.086766148636215,11.536766148636215,11.266766148636222,11.136766148636218,11.776932815302882
1999_XW257,22049,2452338.70025,20.61,0.07,19.19,0.03,18.69,0.02,18.5,0.02,18.42,0.04,18.89,5.200272050248975,0.06081366803714398,2.5850953581257503,4.224,5.202999999999999,1.92,11.9,0.15,13.900111322891036,12.48011132289104,11.98011132289104,11.790111322891038,11.71011132289104,12.198444656224373
1999_XW257,22049,2452318.82591,20.76,0.07,19.36,0.03,18.83,0.02,18.61,0.02,18.54,0.03,19.04,5.200272050248975,0.06081366803714398,2.5850953581257503,4.228,5.195,2.44,11.9,0.15,14.051397347357078,12.651397347357076,12.121397347357075,11.901397347357076,11.831397347357075,12.352830680690408
2000_AQ14,22052,2452721.73244,20.27,0.08,18.87,0.02,18.32,0.03,18.1,0.02,18.05,0.06,18.54,5.17736314497466,0.0366838565092789,11.889120111423972,4.394,5.364,2.66,11.0,0.15,13.408255891179733,12.008255891179733,11.458255891179734,11.238255891179735,11.188255891179736,11.698422557846401
